human_gene,nhp_gene,syngo_term,mouse_gene
KCTD12,KCTD12,G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential,Kctd12
KCTD16,KCTD16,G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential,Kctd16
GABRA3,GABRA3,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gabra3
GRIA2,GRIA2,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gria2
GRIA1,GRIA1,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gria1
GRIN1,GRIN1,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grin1
GRIK5,GRIK5,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grik5
GABRB2,GABRB2,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gabrb2
GABRR1,GABRR1,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gabrr1
KCNMA1,KCNMA1,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnma1
GRIK3,GRIK3,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grik3
GRIA3,GRIA3,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gria3
GRIN2A,GRIN2A,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grin2a
GRIK1,GRIK1,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grik1
GRIN3B,GRIN3B,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grin3b
GABRA1,GABRA1,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gabra1
GABRA2,GABRA2,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gabra2
GRIA4,GRIA4,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gria4
GRIK2,GRIK2,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grik2
GABRA5,GABRA5,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gabra5
GRIK4,GRIK4,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grik4
HTR3A,HTR3A,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Htr3a
GLRA1,GLRA1,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Glra1
GRIN2D,GRIN2D,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grin2d
GRIN2B,GRIN2B,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Grin2b
GABRB1,GABRB1,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,Gabrb1
GAD2,GAD2,neurotransmitter biosynthetic process,Gad2
GAD1,GAD1,neurotransmitter biosynthetic process,Gad1
RAPSN,RAPSN,structural constituent of postsynaptic specialization,Rapsn
GIT1,GIT1,structural constituent of postsynaptic specialization,Git1
MAGI2,MAGI2,structural constituent of postsynaptic specialization,Magi2
VAMP4,VAMP4,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Vamp4
NCOA2,NCOA2,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Ncoa2
VPS35,VPS35,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Vps35
RAB11A,RAB11A,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Rab11a
RAB8A,RAB8A,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Rab8a
NSG1,NSG1,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Nsg1
GRIP2,GRIP2,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Grip2
GRIPAP1,GRIPAP1,regulation of recycling endosome localization within postsynapse,Gripap1
GRIPAP1,GRIPAP1,extrinsic component of postsynaptic early endosome membrane,Gripap1
GRM1,GRM1,G-protein coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels,Grm1
HCN1,HCN1,intracellular cAMP-activated cation channel activity involved in regulation of presynaptic membrane potential,Hcn1
HNRNPU,HNRNPU,dendritic transport of messenger ribonucleoprotein complex,Hnrnpu
STAU1,STAU1,dendritic transport of messenger ribonucleoprotein complex,Stau1
SFPQ,SFPQ,dendritic transport of messenger ribonucleoprotein complex,Sfpq
RAPSN,RAPSN,postsynaptic specialization membrane,Rapsn
HSPA8,HSPA8,postsynaptic specialization membrane,Hspa8
IQSEC3,IQSEC3,postsynaptic specialization of symmetric synapse,Iqsec3
IGSF9B,IGSF9B,postsynaptic specialization of symmetric synapse,Igsf9b
PTPRD,PTPRD,trans-synaptic signaling by trans-synaptic complex,Ptprd
IL1RAP,IL1RAP,trans-synaptic signaling by trans-synaptic complex,Il1rap
IL1RAPL1,IL1RAPL1,trans-synaptic signaling by trans-synaptic complex,Il1rapl1
NEFH,NEFH,structural constituent of postsynaptic intermediate filament cytoskeleton,Nefh
INA,INA,structural constituent of postsynaptic intermediate filament cytoskeleton,Ina
NEFL,NEFL,structural constituent of postsynaptic intermediate filament cytoskeleton,Nefl
NEFH,NEFH,postsynaptic intermediate filament cytoskeleton,Nefh
NEFL,NEFL,postsynaptic intermediate filament cytoskeleton,Nefl
INA,INA,postsynaptic intermediate filament cytoskeleton,Ina
RDX,RDX,regulation of postsynaptic neurotransmitter receptor diffusion trapping,Rdx
ITGB1,ITGB1,regulation of postsynaptic neurotransmitter receptor diffusion trapping,Itgb1
ZDHHC2,ZDHHC2,regulation of postsynaptic neurotransmitter receptor diffusion trapping,Zdhhc2
ITGB3,ITGB3,regulation of postsynaptic neurotransmitter receptor diffusion trapping,Itgb3
MMP9,MMP9,regulation of postsynaptic neurotransmitter receptor diffusion trapping,Mmp9
ITPR1,ITPR1,"inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels",Itpr1
ITPR1,ITPR1,integral component of postsynaptic SER membrane,Itpr1
ITPR1,ITPR1,integral component of presynaptic SER membrane,Itpr1
ITPR3,ITPR3,integral component of presynaptic ER membrane,Itpr3
JAK2,JAK2,regulation of postsynapse to nucleus signaling pathway,Jak2
WNT3A,WNT3A,regulation of postsynapse to nucleus signaling pathway,Wnt3a
KCNA2,KCNA2,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential,Kcna2
KCNA1,KCNA1,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential,Kcna1
KCNC4,KCNC4,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential,Kcnc4
KCNK1,KCNK1,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential,Kcnk1
KCND2,KCND2,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential,Kcnd2
KCNJ6,KCNJ6,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnj6
SCN10A,SCN10A,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Scn10a
KCNQ5,KCNQ5,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnq5
KCNA2,KCNA2,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcna2
SCN1A,SCN1A,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Scn1a
KCNC4,KCNC4,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnc4
KCNA1,KCNA1,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcna1
KCNC1,KCNC1,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnc1
KCNC2,KCNC2,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnc2
KCNMB4,KCNMB4,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnmb4
KCNJ8,KCNJ8,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnj8
KCNJ3,KCNJ3,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnj3
RIMBP2,RIMBP2,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Rimbp2
KCNA4,KCNA4,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcna4
KCNJ11,KCNJ11,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnj11
KCNH1,KCNH1,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Kcnh1
KIFAP3,KIFAP3,anterograde dendritic transport of neurotransmitter receptor complex,Kifap3
KIF5A,KIF5A,anterograde dendritic transport of neurotransmitter receptor complex,Kif5a
KIF3A,KIF3A,anterograde dendritic transport of neurotransmitter receptor complex,Kif3a
KIF17,KIF17,anterograde dendritic transport of neurotransmitter receptor complex,Kif17
KIF3B,KIF3B,anterograde dendritic transport of neurotransmitter receptor complex,Kif3b
ETFA,ETFA,anterograde synaptic vesicle transport,Etfa
KIF1A,KIF1A,anterograde synaptic vesicle transport,Kif1a
RAB21,RAB21,anterograde axonal transport,Rab21
KIF21A,KIF21A,anterograde axonal transport,Kif21a
KIF2A,KIF2A,anterograde axonal transport,Kif2a
KIF21B,KIF21B,retrograde dendritic transport,Kif21b
KIF2A,KIF2A,dendritic transport,Kif2a
ZDHHC17,ZDHHC17,"regulation of modification of synapse structure, modulating synaptic transmission",Zdhhc17
KIF5B,KIF5B,"regulation of modification of synapse structure, modulating synaptic transmission",Kif5b
KIF5C,KIF5C,anterograde dendritic transport of messenger ribonucleoprotein complex,Kif5c
STAU2,STAU2,anterograde dendritic transport of messenger ribonucleoprotein complex,Stau2
LAMB2,LAMB2,structural constituent of synapse-associated extracellular matrix,Lamb2
ZDHHC17,ZDHHC17,postsynaptic Golgi apparatus,Zdhhc17
MAPK10,MAPK10,postsynaptic Golgi apparatus,Mapk10
LMAN1,LMAN1,postsynaptic Golgi apparatus,Lman1
TGOLN2,TGOLN2,postsynaptic Golgi apparatus,Tgoln1
MAGI2,MAGI2,regulation of synaptic membrane adhesion,Magi2
TAOK2,TAOK2,regulation of synaptic membrane adhesion,Taok2
LRFN3,LRFN3,regulation of synaptic membrane adhesion,Lrfn3
MDGA1,MDGA1,regulation of synaptic membrane adhesion,Mdga1
MDGA2,MDGA2,regulation of synaptic membrane adhesion,Mdga2
MAPK14,MAPK14,regulation of synaptic membrane adhesion,Mapk14
PPFIA2,PPFIA2,structural constituent of presynapse,Ppfia2
MAP1A,MAP1A,structural constituent of presynapse,Map1a
MARCKS,MARCKS,postsynaptic cytoskeleton,Marcks
RELN,RELN,synaptic vesicle exocytosis,Reln
MCTP1,MCTP1,synaptic vesicle exocytosis,Mctp1
STX3,STX3,synaptic vesicle exocytosis,Stx3
SNAP25,SNAP25,synaptic vesicle exocytosis,Snap25
STX1A,STX1A,synaptic vesicle exocytosis,Stx1a
UNC13B,UNC13B,synaptic vesicle exocytosis,Unc13b
STX1B,STX1B,synaptic vesicle exocytosis,Stx1b
UNC13C,UNC13C,synaptic vesicle exocytosis,Unc13c
VAMP2,VAMP2,synaptic vesicle exocytosis,Vamp2
MCTP2,MCTP2,synaptic vesicle exocytosis,Mctp2
UNC13A,UNC13A,synaptic vesicle exocytosis,Unc13a
PPFIA3,PPFIA3,synaptic vesicle exocytosis,Ppfia3
OTOF,OTOF,synaptic vesicle exocytosis,Otof
MKLN1,MKLN1,neurotransmitter receptor transport postsynaptic membrane to endosome,Mkln1
RAB4A,RAB4A,neurotransmitter receptor transport postsynaptic membrane to endosome,Rab4a
MKLN1,MKLN1,postsynaptic specialization membrane of symmetric synapse,Mkln1
MMP9,MMP9,"modification of synaptic structure, modulating synaptic transmission",Mmp9
MYO5A,MYO5A,establishment of endoplasmic reticulum localization to postsynapse,Myo5a
MYO5A,MYO5A,postsynaptic SER,Myo5a
PLCB4,PLCB4,postsynaptic SER,Plcb4
PSEN1,PSEN1,postsynaptic SER,Psen1
RAB11FIP3,RAB11FIP3,postsynaptic recycling endosome membrane,Rab11fip3
TMUB1,TMUB1,postsynaptic recycling endosome membrane,Tmub1
MYO5B,MYO5B,postsynaptic recycling endosome membrane,Myo5b
RAB7A,RAB7A,synaptic vesicle recycling via endosome,Rab7
MYO5B,MYO5B,synaptic vesicle recycling via endosome,Myo5b
MYO5B,MYO5B,"neurotransmitter receptor transport, endosome to plasma membrane",Myo5b
NAPEPLD,NAPEPLD,presynaptic SER membrane,Napepld
NEFL,NEFL,presynaptic intermediate filament cytoskeleton,Nefl
NETO1,NETO1,anterograde axonal transport of neurotransmitter receptor complex,Neto1
NOS1,NOS1,synaptic signaling by nitric oxide,Nos1
OLFM1,OLFM1,extrinsic component of synaptic membrane,Olfm1
SARM1,SARM1,extrinsic component of synaptic membrane,Sarm1
PENK,PENK,synaptic vesicle lumen,Penk
PLAT,PLAT,extrasynaptic space,Plat
RAB26,RAB26,regulation protein catabolic process at presynapse,Rab26
TNFRSF25,TNFRSF25,regulation protein catabolic process at presynapse,Tnfrsf25
USP5,USP5,regulation protein catabolic process at presynapse,Usp5
PLS3,PLS3,structural constituent of presynaptic actin cytoskeleton,Pls3
PLXND1,PLXND1,synaptic target recognition,Plxnd1
YWHAZ,YWHAZ,synaptic target recognition,Ywhaz
SEMA3A,SEMA3A,synaptic target recognition,Sema3a
SYT4,SYT4,integral component of neuronal dense core vesicle membrane,Syt4
SLC18A2,SLC18A2,integral component of neuronal dense core vesicle membrane,Slc18a2
SYT5,SYT5,integral component of neuronal dense core vesicle membrane,Syt5
PTPRN,PTPRN,integral component of neuronal dense core vesicle membrane,Ptprn
WNT5A,WNT5A,regulation of synaptic signaling by nitric oxide,Wnt5a
ROR2,ROR2,regulation of synaptic signaling by nitric oxide,Ror2
RPS16,RPS16,translation at presynapse,Rps16
RPL35A,RPL35A,translation at presynapse,Rpl35a
RPL36,RPL36,translation at presynapse,Rpl36
RPL34,RPL34,translation at presynapse,Rpl34
RPS14,RPS14,translation at presynapse,Rps14
RPS5,RPS5,translation at presynapse,Rps5
RPS27A,RPS27A,translation at presynapse,Rps27a
MRPS12,MRPS12,translation at presynapse,Mrps12
RPL27A,RPL27A,translation at presynapse,Rpl27a
RPL10A,RPL10A,translation at presynapse,Rpl10a
RPL27,RPL27,translation at presynapse,Rpl27
RPL12,RPL12,translation at presynapse,Rpl12
RPS11,RPS11,translation at presynapse,Rps11
UBA52,UBA52,translation at presynapse,Uba52
RPL22,RPL22,translation at presynapse,Rpl22
RPL36AL,RPL36AL,translation at presynapse,Gm6525
RPL28,RPL28,translation at presynapse,Rpl28
RPL8,RPL8,translation at presynapse,Rpl8
RPL23,RPL23,translation at presynapse,Rpl23
RPL26,RPL26,translation at presynapse,Rpl26
RPL10,RPL10,translation at presynapse,Rpl10
RPS13,RPS13,translation at presynapse,Rps13
RPL37,RPL37,translation at presynapse,Rpl37
RPL13A,RPL13A,translation at presynapse,Rpl13a
RPS15A,RPS15A,translation at presynapse,Rps15a
RPL14,RPL14,translation at presynapse,Rpl14
RPL38,RPL38,translation at presynapse,Rpl38
RPL4,RPL4,translation at presynapse,Rpl4
RPL37A,RPL37A,translation at presynapse,Rpl37a
RPS28,RPS28,translation at presynapse,Rps28
RPL5,RPL5,translation at presynapse,Rpl5
RPL13,RPL13,translation at presynapse,Rpl13
RPL11,RPL11,translation at presynapse,Rpl11
RPL6,RPL6,translation at presynapse,Rpl6
RPL32,RPL32,translation at presynapse,Rpl32
RPL23A,RPL23A,translation at presynapse,Rpl23a
RPL15,RPL15,translation at presynapse,Rpl15
RPL5,RPL5,presynaptic ribosome,Rpl5
RPL4,RPL4,presynaptic ribosome,Rpl4
RPL38,RPL38,presynaptic ribosome,Rpl38
RPL6,RPL6,presynaptic ribosome,Rpl6
RPL34,RPL34,presynaptic ribosome,Rpl34
RPL22,RPL22,presynaptic ribosome,Rpl22
RPS16,RPS16,presynaptic ribosome,Rps16
RPL12,RPL12,presynaptic ribosome,Rpl12
RPL36AL,RPL36AL,presynaptic ribosome,Gm6525
RPL13A,RPL13A,presynaptic ribosome,Rpl13a
RPL28,RPL28,presynaptic ribosome,Rpl28
RPS15A,RPS15A,presynaptic ribosome,Rps15a
RPL23,RPL23,presynaptic ribosome,Rpl23
RPL14,RPL14,presynaptic ribosome,Rpl14
RPL37,RPL37,presynaptic ribosome,Rpl37
RPL15,RPL15,presynaptic ribosome,Rpl15
RPL11,RPL11,presynaptic ribosome,Rpl11
RPL8,RPL8,presynaptic ribosome,Rpl8
RPL35A,RPL35A,presynaptic ribosome,Rpl35a
RPL10A,RPL10A,presynaptic ribosome,Rpl10a
RPL10,RPL10,presynaptic ribosome,Rpl10
RPS14,RPS14,presynaptic ribosome,Rps14
UBA52,UBA52,presynaptic ribosome,Uba52
RPL36,RPL36,presynaptic ribosome,Rpl36
RPL27,RPL27,presynaptic ribosome,Rpl27
RPL23A,RPL23A,presynaptic ribosome,Rpl23a
RPL37A,RPL37A,presynaptic ribosome,Rpl37a
RPS28,RPS28,presynaptic ribosome,Rps28
RPL26,RPL26,presynaptic ribosome,Rpl26
RPL27A,RPL27A,presynaptic ribosome,Rpl27a
RPS27A,RPS27A,presynaptic ribosome,Rps27a
RPL13,RPL13,presynaptic ribosome,Rpl13
RPS13,RPS13,presynaptic ribosome,Rps13
RPS5,RPS5,presynaptic ribosome,Rps5
MRPS12,MRPS12,presynaptic ribosome,Mrps12
RPS11,RPS11,presynaptic ribosome,Rps11
RPL32,RPL32,presynaptic ribosome,Rpl32
RPL38,RPL38,postsynaptic ribosome,Rpl38
RPL11,RPL11,postsynaptic ribosome,Rpl11
UBA52,UBA52,postsynaptic ribosome,Uba52
RPL37,RPL37,postsynaptic ribosome,Rpl37
RPL13,RPL13,postsynaptic ribosome,Rpl13
RPL12,RPL12,postsynaptic ribosome,Rpl12
RPL26,RPL26,postsynaptic ribosome,Rpl26
RPL5,RPL5,postsynaptic ribosome,Rpl5
RPS7,RPS7,postsynaptic ribosome,Rps7
RPS28,RPS28,postsynaptic ribosome,Rps28
RPS9,RPS9,postsynaptic ribosome,Rps9
RPL23A,RPL23A,postsynaptic ribosome,Rpl23a
MRPS12,MRPS12,postsynaptic ribosome,Mrps12
RPS15A,RPS15A,postsynaptic ribosome,Rps15a
RPS21,RPS21,postsynaptic ribosome,Rps21
RPL10A,RPL10A,postsynaptic ribosome,Rpl10a
RPS14,RPS14,postsynaptic ribosome,Rps14
RPS13,RPS13,postsynaptic ribosome,Rps13
RPL4,RPL4,postsynaptic ribosome,Rpl4
RPS17,RPS17,postsynaptic ribosome,Rps17
RPL14,RPL14,postsynaptic ribosome,Rpl14
RPL27A,RPL27A,postsynaptic ribosome,Rpl27a
RPS18,RPS18,postsynaptic ribosome,Rps18
RPS8,RPS8,postsynaptic ribosome,Rps8
RPL37A,RPL37A,postsynaptic ribosome,Rpl37a
RPL6,RPL6,postsynaptic ribosome,Rpl6
RPS16,RPS16,postsynaptic ribosome,Rps16
